Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,HomeATT,HomeMID,HomeDEF,AwayOVA,AwayATT,AwayMID,AwayDEF,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2021-10-23,Everton,Watford,2.0,5.0,A,78,78,78,77,74,75,75,73,4,8,14,59,-1,0.4473684210526316,13.0,9.0,4.0,0.5,8,7,-1,-1,0.0,7.0,15.0,-8.0,0.25,0,0,0,0,0,0,0,0,0.4,0.2,7,60,0,0.4473684210526316,0.25,12.0
2021-10-23,Leeds,Wolves,1.0,1.0,D,76,77,78,75,78,79,80,78,-2,8,6,59,8,0.4736842105263157,7.0,15.0,-8.0,0.125,8,12,45,-16,0.3157894736842105,8.0,8.0,0.0,0.5,0,0,0,0,1,0,0,0,0.2,0.8,-6,14,24,0.1578947368421052,-0.375,-8.0
2021-10-23,Southampton,Burnley,2.0,2.0,D,76,75,77,76,76,77,75,76,0,8,7,43,-21,0.3157894736842105,6.0,10.0,-4.0,0.125,8,3,39,-22,0.2631578947368421,5.0,13.0,-8.0,0.0,0,0,0,0,0,0,0,0,0.2,0.0,4,4,1,0.05263157894736842,0.125,4.0
2021-10-23,Brighton,Man City,1.0,4.0,A,76,77,75,76,85,84,87,86,-9,8,15,41,-6,0.2368421052631578,8.0,5.0,3.0,0.5,8,17,86,51,0.7105263157894737,16.0,3.0,13.0,0.625,0,0,0,0,0,0,0,0,0.4,0.6,-2,-45,-57,-0.4736842105263159,-0.125,-10.0
2021-10-24,Brentford,Leicester,1.0,2.0,A,74,74,75,74,80,80,81,79,-6,8,12,-1,-1,0.0,10.0,7.0,3.0,0.375,8,11,66,18,0.5263157894736842,13.0,14.0,-1.0,0.375,0,0,0,0,0,0,0,0,0.4,0.2,1,-67,-19,-0.5263157894736842,0.0,4.0
2021-10-24,West Ham,Tottenham,1.0,0.0,H,79,80,78,78,81,83,80,79,-2,8,14,65,15,0.5,15.0,10.0,5.0,0.5,8,15,62,23,0.4736842105263157,9.0,12.0,-3.0,0.625,0,0,0,0,0,0,0,0,0.4,0.4,-1,3,-8,0.026315789473684292,-0.125,8.0
2021-10-24,Man United,Liverpool,0.0,5.0,A,83,85,83,81,85,86,84,85,-2,8,14,74,29,0.5526315789473685,16.0,10.0,6.0,0.5,8,18,69,26,0.5263157894736842,22.0,6.0,16.0,0.625,0,0,0,0,0,0,0,0,0.4,0.6,-4,5,3,0.026315789473684292,-0.125,-10.0
2021-10-30,Leicester,Arsenal,0.0,2.0,A,80,80,81,79,80,82,80,77,0,9,14,66,18,0.5263157894736842,15.0,15.0,0.0,0.4444444444444444,9,14,61,16,0.4736842105263157,10.0,13.0,-3.0,0.4444444444444444,0,0,0,0,0,0,0,0,0.4,0.6,0,5,2,0.052631578947368474,0.0,3.0
2021-10-30,Burnley,Brentford,3.0,1.0,H,76,77,75,76,74,74,75,74,2,9,4,39,-22,0.2631578947368421,7.0,15.0,-8.0,0.0,9,12,-1,-1,0.0,11.0,9.0,2.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.4,-8,40,-21,0.2631578947368421,-0.3333333333333333,-10.0
2021-10-30,Liverpool,Brighton,2.0,2.0,D,85,86,84,85,76,77,75,76,9,9,21,69,26,0.5263157894736842,27.0,6.0,21.0,0.6666666666666666,9,15,41,-6,0.2368421052631578,9.0,9.0,0.0,0.4444444444444444,0,0,0,0,0,0,0,0,0.6,0.2,6,28,32,0.2894736842105264,0.2222222222222222,21.0
2021-10-30,Man City,Crystal Palace,0.0,2.0,A,85,84,87,86,76,76,76,75,9,9,20,86,51,0.7105263157894737,20.0,4.0,16.0,0.6666666666666666,9,9,44,-25,0.3157894736842105,11.0,14.0,-3.0,0.1111111111111111,0,0,0,0,0,0,0,0,0.6,0.0,11,42,76,0.39473684210526316,0.5555555555555556,19.0
2021-10-30,Newcastle,Chelsea,0.0,3.0,A,77,77,77,77,84,83,86,83,-7,9,4,45,-16,0.3157894736842105,11.0,20.0,-9.0,0.0,9,22,67,22,0.5,23.0,3.0,20.0,0.7777777777777778,0,0,0,0,1,0,0,0,0.0,0.8,-18,-22,-38,-0.1842105263157895,-0.7777777777777778,-29.0
2021-10-30,Watford,Southampton,0.0,1.0,A,74,75,75,73,76,75,77,76,-2,9,10,-1,-1,0.0,12.0,17.0,-5.0,0.3333333333333333,9,8,43,-21,0.3157894736842105,8.0,12.0,-4.0,0.1111111111111111,0,0,0,0,0,0,0,0,0.4,0.2,2,-44,20,-0.3157894736842105,0.2222222222222222,-1.0
2021-10-30,Tottenham,Man United,0.0,3.0,A,81,83,80,79,83,85,83,81,-2,9,15,62,23,0.4736842105263157,9.0,13.0,-4.0,0.5555555555555556,9,14,74,29,0.5526315789473685,16.0,15.0,1.0,0.4444444444444444,0,0,0,0,0,0,0,0,0.4,0.2,1,-12,-6,-0.07894736842105277,0.11111111111111116,-5.0
2021-10-31,Norwich,Leeds,1.0,2.0,A,73,75,73,73,76,77,78,75,-3,9,2,-1,-1,0.0,2.0,23.0,-21.0,0.0,9,7,59,8,0.4736842105263157,8.0,16.0,-8.0,0.1111111111111111,0,0,0,0,0,0,0,0,0.0,0.2,-5,-60,-9,-0.4736842105263157,-0.1111111111111111,-13.0
2021-10-31,Aston Villa,West Ham,1.0,4.0,A,78,79,78,79,79,80,78,78,-1,9,10,55,9,0.4210526315789473,13.0,15.0,-2.0,0.3333333333333333,9,17,65,15,0.5,16.0,10.0,6.0,0.5555555555555556,0,0,1,0,0,0,0,0,0.4,0.6,-7,-10,-6,-0.07894736842105271,-0.22222222222222227,-8.0
2021-11-01,Wolves,Everton,2.0,1.0,H,78,79,80,78,78,78,78,77,0,9,13,45,-16,0.3157894736842105,9.0,9.0,0.0,0.4444444444444444,9,14,59,-1,0.4473684210526316,15.0,14.0,1.0,0.4444444444444444,0,0,0,0,0,0,0,0,0.6,0.2,-1,-14,-15,-0.13157894736842107,0.0,-1.0
2021-11-05,Southampton,Aston Villa,1.0,0.0,H,76,75,77,76,78,79,78,79,-2,10,11,43,-21,0.3157894736842105,9.0,12.0,-3.0,0.2,10,10,55,9,0.4210526315789473,14.0,19.0,-5.0,0.3,0,0,0,0,0,0,1,0,0.4,0.2,1,-12,-30,-0.10526315789473678,-0.09999999999999998,2.0
2021-11-06,Man United,Man City,0.0,2.0,A,83,85,83,81,85,84,87,86,-2,10,17,74,29,0.5526315789473685,19.0,15.0,4.0,0.5,10,20,86,51,0.7105263157894737,20.0,6.0,14.0,0.6,0,0,0,0,0,0,0,0,0.2,0.6,-3,-12,-22,-0.1578947368421052,-0.09999999999999998,-10.0
2021-11-06,Brentford,Norwich,1.0,2.0,A,74,74,75,74,73,75,73,73,1,10,12,-1,-1,0.0,12.0,12.0,0.0,0.3,10,2,-1,-1,0.0,3.0,25.0,-22.0,0.0,0,0,1,0,0,0,0,0,0.2,0.0,10,0,0,0.0,0.3,22.0
2021-11-06,Chelsea,Burnley,1.0,1.0,D,84,83,86,83,76,77,75,76,8,10,25,67,22,0.5,26.0,3.0,23.0,0.8,10,7,39,-22,0.2631578947368421,10.0,16.0,-6.0,0.1,1,0,0,0,0,0,0,0,0.8,0.2,18,28,44,0.2368421052631579,0.7000000000000001,29.0
2021-11-06,Crystal Palace,Wolves,2.0,0.0,H,76,76,76,75,78,79,80,78,-2,10,12,44,-25,0.3157894736842105,13.0,14.0,-1.0,0.2,10,16,45,-16,0.3157894736842105,11.0,10.0,1.0,0.5,0,0,0,0,0,0,0,0,0.2,0.8,-4,-1,-9,0.0,-0.3,-2.0
2021-11-06,Brighton,Newcastle,1.0,1.0,D,76,77,75,76,77,77,77,77,-1,10,16,41,-6,0.2368421052631578,11.0,11.0,0.0,0.4,10,4,45,-16,0.3157894736842105,11.0,23.0,-12.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,12,-4,10,-0.07894736842105271,0.4,12.0
2021-11-07,Arsenal,Watford,1.0,0.0,H,80,82,80,77,74,75,75,73,6,10,17,61,16,0.4736842105263157,12.0,13.0,-1.0,0.5,10,10,-1,-1,0.0,12.0,18.0,-6.0,0.3,0,0,0,0,0,0,0,0,0.6,0.2,7,62,17,0.4736842105263157,0.2,5.0
2021-11-07,Everton,Tottenham,0.0,0.0,D,78,78,78,77,81,83,80,79,-3,10,14,59,-1,0.4473684210526316,16.0,16.0,0.0,0.4,10,15,62,23,0.4736842105263157,9.0,16.0,-7.0,0.5,0,0,1,0,0,0,0,0,0.2,0.4,-1,-3,-24,-0.026315789473684126,-0.09999999999999998,7.0
2021-11-07,Leeds,Leicester,1.0,1.0,D,76,77,78,75,80,80,81,79,-4,10,10,59,8,0.4736842105263157,10.0,17.0,-7.0,0.2,10,14,66,18,0.5263157894736842,15.0,17.0,-2.0,0.4,0,0,0,0,0,0,0,0,0.4,0.4,-4,-7,-10,-0.052631578947368474,-0.2,-5.0
2021-11-07,West Ham,Liverpool,3.0,2.0,H,79,80,78,78,85,86,84,85,-6,10,20,65,15,0.5,20.0,11.0,9.0,0.6,10,22,69,26,0.5263157894736842,29.0,8.0,21.0,0.6,1,0,0,0,0,0,0,0,0.8,0.4,-2,-4,-11,-0.02631578947368418,0.0,-12.0
2021-11-20,Leicester,Chelsea,0.0,3.0,A,80,80,81,79,84,83,86,83,-4,11,15,66,18,0.5263157894736842,16.0,18.0,-2.0,0.36363636363636365,11,26,67,22,0.5,27.0,4.0,23.0,0.7272727272727273,0,0,0,0,0,0,0,0,0.4,0.8,-11,-1,-4,0.02631578947368418,-0.36363636363636365,-25.0
2021-11-20,Aston Villa,Brighton,2.0,0.0,H,78,79,78,79,76,77,75,76,2,11,10,55,9,0.4210526315789473,14.0,20.0,-6.0,0.2727272727272727,11,17,41,-6,0.2368421052631578,12.0,12.0,0.0,0.36363636363636365,0,0,1,1,0,0,0,0,0.0,0.0,-7,14,15,0.1842105263157895,-0.09090909090909094,-6.0
2021-11-20,Burnley,Crystal Palace,3.0,3.0,D,76,77,75,76,76,76,76,75,0,11,8,39,-22,0.2631578947368421,11.0,17.0,-6.0,0.09090909090909091,11,15,44,-25,0.3157894736842105,15.0,14.0,1.0,0.2727272727272727,0,0,0,0,0,0,0,0,0.2,0.4,-7,-5,3,-0.05263157894736842,-0.1818181818181818,-7.0
2021-11-20,Newcastle,Brentford,3.0,3.0,D,77,77,77,77,74,74,75,74,3,11,5,45,-16,0.3157894736842105,12.0,24.0,-12.0,0.0,11,12,-1,-1,0.0,13.0,14.0,-1.0,0.2727272727272727,0,0,0,0,0,0,1,0,0.0,0.2,-7,46,-15,0.3157894736842105,-0.2727272727272727,-11.0
2021-11-20,Norwich,Southampton,2.0,1.0,H,73,75,73,73,76,75,77,76,-3,11,5,-1,-1,0.0,5.0,26.0,-21.0,0.09090909090909091,11,14,43,-21,0.3157894736842105,10.0,12.0,-2.0,0.2727272727272727,0,0,0,0,0,0,0,0,0.2,0.6,-9,-44,20,-0.3157894736842105,-0.1818181818181818,-19.0
2021-11-20,Watford,Man United,4.0,1.0,H,74,75,75,73,83,85,83,81,-9,11,10,-1,-1,0.0,12.0,19.0,-7.0,0.2727272727272727,11,17,74,29,0.5526315789473685,19.0,17.0,2.0,0.45454545454545453,0,0,0,0,0,0,0,0,0.2,0.2,-7,-75,-30,-0.5526315789473685,-0.18181818181818182,-9.0
2021-11-20,Wolves,West Ham,1.0,0.0,H,78,79,80,78,79,80,78,78,-1,11,16,45,-16,0.3157894736842105,11.0,12.0,-1.0,0.45454545454545453,11,23,65,15,0.5,23.0,13.0,10.0,0.6363636363636364,0,0,0,0,1,0,0,0,0.6,0.8,-7,-20,-31,-0.1842105263157895,-0.18181818181818182,-11.0
2021-11-20,Liverpool,Arsenal,4.0,0.0,H,85,86,84,85,80,82,80,77,5,11,22,69,26,0.5263157894736842,31.0,11.0,20.0,0.5454545454545454,11,20,61,16,0.4736842105263157,13.0,13.0,0.0,0.5454545454545454,0,0,0,0,1,0,0,0,0.4,0.6,2,8,10,0.052631578947368474,0.0,20.0
2021-11-21,Man City,Everton,3.0,0.0,H,85,84,87,86,78,78,78,77,7,11,23,86,51,0.7105263157894737,22.0,6.0,16.0,0.6363636363636364,11,15,59,-1,0.4473684210526316,16.0,16.0,0.0,0.36363636363636365,0,0,0,0,0,0,0,0,0.6,0.0,8,27,52,0.2631578947368421,0.2727272727272727,16.0
2021-11-21,Tottenham,Leeds,2.0,1.0,H,81,83,80,79,76,77,78,75,5,11,16,62,23,0.4736842105263157,9.0,16.0,-7.0,0.45454545454545453,11,11,59,8,0.4736842105263157,11.0,18.0,-7.0,0.18181818181818182,0,0,0,0,0,0,0,0,0.4,0.4,5,3,15,0.0,0.2727272727272727,0.0
2021-11-27,Arsenal,Newcastle,2.0,0.0,H,80,82,80,77,77,77,77,77,3,12,20,61,16,0.4736842105263157,13.0,17.0,-4.0,0.5,12,6,45,-16,0.3157894736842105,15.0,27.0,-12.0,0.0,0,0,0,0,0,0,0,0,0.6,0.0,14,16,32,0.1578947368421052,0.5,8.0
2021-11-27,Crystal Palace,Aston Villa,1.0,2.0,A,76,76,76,75,78,79,78,79,-2,12,16,44,-25,0.3157894736842105,18.0,17.0,1.0,0.25,12,13,55,9,0.4210526315789473,16.0,20.0,-4.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.2,3,-11,-34,-0.10526315789473678,-0.08333333333333331,5.0
2021-11-27,Liverpool,Southampton,4.0,0.0,H,85,86,84,85,76,75,77,76,9,12,25,69,26,0.5263157894736842,35.0,11.0,24.0,0.5833333333333334,12,14,43,-21,0.3157894736842105,11.0,14.0,-3.0,0.25,0,0,0,0,0,0,0,0,0.6,0.6,11,26,47,0.21052631578947367,0.33333333333333337,27.0
2021-11-27,Norwich,Wolves,0.0,0.0,D,73,75,73,73,78,79,80,78,-5,12,8,-1,-1,0.0,7.0,27.0,-20.0,0.16666666666666666,12,19,45,-16,0.3157894736842105,12.0,12.0,0.0,0.5,0,0,0,0,0,0,0,0,0.4,0.6,-11,-46,15,-0.3157894736842105,-0.33333333333333337,-20.0
2021-11-27,Brighton,Leeds,0.0,0.0,D,76,77,75,76,76,77,78,75,0,12,17,41,-6,0.2368421052631578,12.0,14.0,-2.0,0.3333333333333333,12,11,59,8,0.4736842105263157,12.0,20.0,-8.0,0.16666666666666666,0,0,0,0,0,0,0,0,0.0,0.2,6,-18,-14,-0.2368421052631579,0.16666666666666666,6.0
2021-11-28,Brentford,Everton,1.0,0.0,H,74,74,75,74,78,78,78,77,-4,12,13,-1,-1,0.0,16.0,17.0,-1.0,0.25,12,15,59,-1,0.4473684210526316,16.0,19.0,-3.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.0,-2,-60,0,-0.4473684210526316,-0.08333333333333331,2.0
2021-11-28,Leicester,Watford,4.0,2.0,H,80,80,81,79,74,75,75,73,6,12,15,66,18,0.5263157894736842,16.0,21.0,-5.0,0.3333333333333333,12,13,-1,-1,0.0,16.0,20.0,-4.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,2,67,19,0.5263157894736842,0.0,-1.0
2021-11-28,Man City,West Ham,2.0,1.0,H,85,84,87,86,79,80,78,78,6,12,26,86,51,0.7105263157894737,25.0,6.0,19.0,0.6666666666666666,12,23,65,15,0.5,23.0,14.0,9.0,0.5833333333333334,0,0,0,0,0,0,0,0,0.8,0.8,3,21,36,0.21052631578947367,0.08333333333333326,10.0
2021-11-28,Chelsea,Man United,1.0,1.0,D,84,83,86,83,83,85,83,81,1,12,29,67,22,0.5,30.0,4.0,26.0,0.75,12,17,74,29,0.5526315789473685,20.0,21.0,-1.0,0.4166666666666667,0,0,0,0,0,0,0,0,0.8,0.2,12,-7,-7,-0.052631578947368474,0.3333333333333333,27.0
2021-11-30,Newcastle,Norwich,1.0,1.0,D,77,77,77,77,73,75,73,73,4,13,6,45,-16,0.3157894736842105,15.0,29.0,-14.0,0.0,13,9,-1,-1,0.0,7.0,27.0,-20.0,0.15384615384615385,0,0,0,0,0,0,0,0,0.0,0.4,-3,46,-15,0.3157894736842105,-0.15384615384615385,6.0
2021-11-30,Leeds,Crystal Palace,1.0,0.0,H,76,77,78,75,76,76,76,75,0,13,12,59,8,0.4736842105263157,12.0,20.0,-8.0,0.15384615384615385,13,16,44,-25,0.3157894736842105,19.0,19.0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0.2,0.4,-4,15,33,0.1578947368421052,-0.07692307692307693,-8.0
2021-12-01,Southampton,Leicester,2.0,2.0,D,76,75,77,76,80,80,81,79,-4,13,14,43,-21,0.3157894736842105,11.0,18.0,-7.0,0.23076923076923078,13,18,66,18,0.5263157894736842,20.0,23.0,-3.0,0.38461538461538464,0,0,0,0,0,0,0,0,0.4,0.4,-4,-23,-39,-0.21052631578947367,-0.15384615384615385,-4.0
2021-12-01,Watford,Chelsea,1.0,2.0,A,74,75,75,73,84,83,86,83,-10,13,13,-1,-1,0.0,18.0,24.0,-6.0,0.3076923076923077,13,30,67,22,0.5,31.0,5.0,26.0,0.6923076923076923,0,0,0,0,0,0,0,0,0.4,0.6,-17,-68,-23,-0.5,-0.3846153846153846,-32.0
2021-12-01,West Ham,Brighton,1.0,1.0,D,79,80,78,78,76,77,75,76,3,13,23,65,15,0.5,24.0,16.0,8.0,0.5384615384615384,13,18,41,-6,0.2368421052631578,12.0,14.0,-2.0,0.3076923076923077,0,0,0,0,0,0,0,0,0.6,0.0,5,24,21,0.2631578947368422,0.23076923076923073,10.0
2021-12-01,Wolves,Burnley,0.0,0.0,D,78,79,80,78,76,77,75,76,2,13,20,45,-16,0.3157894736842105,12.0,12.0,0.0,0.46153846153846156,12,9,39,-22,0.2631578947368421,14.0,20.0,-6.0,0.08333333333333333,0,0,0,0,0,0,0,0,0.4,0.2,11,6,6,0.05263157894736842,0.37820512820512825,6.0
2021-12-01,Aston Villa,Man City,1.0,2.0,A,78,79,78,79,85,84,87,86,-7,13,16,55,9,0.4210526315789473,18.0,21.0,-3.0,0.38461538461538464,13,29,86,51,0.7105263157894737,27.0,7.0,20.0,0.6923076923076923,0,0,0,0,1,0,0,0,0.4,0.8,-13,-31,-42,-0.2894736842105264,-0.30769230769230765,-23.0
2021-12-01,Everton,Liverpool,1.0,4.0,A,78,78,78,77,85,86,84,85,-7,13,15,59,-1,0.4473684210526316,16.0,20.0,-4.0,0.3076923076923077,13,28,69,26,0.5263157894736842,39.0,11.0,28.0,0.6153846153846154,0,0,0,0,0,0,0,0,0.0,0.6,-13,-10,-27,-0.0789473684210526,-0.3076923076923077,-32.0
2021-12-02,Tottenham,Brentford,2.0,0.0,H,81,83,80,79,74,74,75,74,7,12,19,62,23,0.4736842105263157,11.0,17.0,-6.0,0.5,13,16,-1,-1,0.0,17.0,17.0,0.0,0.3076923076923077,0,0,0,0,0,0,0,0,0.4,0.2,3,63,24,0.4736842105263157,0.1923076923076923,-6.0
2021-12-02,Man United,Arsenal,3.0,2.0,H,83,85,83,81,80,82,80,77,3,13,18,74,29,0.5526315789473685,21.0,22.0,-1.0,0.38461538461538464,13,23,61,16,0.4736842105263157,15.0,17.0,-2.0,0.5384615384615384,0,0,0,0,0,0,0,0,0.2,0.8,-5,13,13,0.07894736842105277,-0.1538461538461538,1.0
2021-12-04,West Ham,Chelsea,3.0,2.0,H,79,80,78,78,84,83,86,83,-5,14,24,65,15,0.5,25.0,17.0,8.0,0.5,14,33,67,22,0.5,33.0,6.0,27.0,0.7142857142857143,0,0,0,0,0,0,0,0,0.4,0.6,-9,-2,-7,0.0,-0.2142857142857143,-19.0
2021-12-04,Newcastle,Burnley,1.0,0.0,H,77,77,77,77,76,77,75,76,1,14,7,45,-16,0.3157894736842105,16.0,30.0,-14.0,0.0,13,10,39,-22,0.2631578947368421,14.0,20.0,-6.0,0.07692307692307693,0,0,0,0,0,0,0,0,0.0,0.2,-3,6,6,0.05263157894736842,-0.07692307692307693,-8.0
2021-12-04,Southampton,Brighton,1.0,1.0,D,76,75,77,76,76,77,75,76,0,14,15,43,-21,0.3157894736842105,13.0,20.0,-7.0,0.21428571428571427,14,19,41,-6,0.2368421052631578,13.0,15.0,-2.0,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.0,-4,2,-15,0.07894736842105271,-0.07142857142857142,-5.0
2021-12-04,Wolves,Liverpool,0.0,1.0,A,78,79,80,78,85,86,84,85,-7,14,21,45,-16,0.3157894736842105,12.0,12.0,0.0,0.42857142857142855,14,31,69,26,0.5263157894736842,43.0,12.0,31.0,0.6428571428571429,0,0,0,0,1,0,0,0,0.4,0.6,-10,-24,-42,-0.21052631578947367,-0.21428571428571436,-31.0
2021-12-04,Watford,Man City,1.0,3.0,A,74,75,75,73,85,84,87,86,-11,14,13,-1,-1,0.0,19.0,26.0,-7.0,0.2857142857142857,14,32,86,51,0.7105263157894737,29.0,8.0,21.0,0.7142857142857143,0,0,0,0,1,0,0,0,0.2,0.8,-19,-87,-52,-0.7105263157894737,-0.4285714285714286,-28.0
2021-12-05,Leeds,Brentford,2.0,2.0,D,76,77,78,75,74,74,75,74,2,14,15,59,8,0.4736842105263157,13.0,20.0,-7.0,0.21428571428571427,14,16,-1,-1,0.0,17.0,19.0,-2.0,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.2,-1,60,9,0.4736842105263157,-0.07142857142857142,-5.0
2021-12-05,Man United,Crystal Palace,1.0,0.0,H,83,85,83,81,76,76,76,75,7,14,21,74,29,0.5526315789473685,24.0,24.0,0.0,0.42857142857142855,14,16,44,-25,0.3157894736842105,19.0,20.0,-1.0,0.21428571428571427,0,0,0,0,0,0,0,0,0.4,0.4,5,30,54,0.23684210526315796,0.21428571428571427,1.0
2021-12-05,Tottenham,Norwich,3.0,0.0,H,81,83,80,79,73,75,73,73,8,13,22,62,23,0.4736842105263157,13.0,17.0,-4.0,0.5384615384615384,14,10,-1,-1,0.0,8.0,28.0,-20.0,0.14285714285714285,0,0,0,0,0,0,0,0,0.4,0.4,12,63,24,0.4736842105263157,0.3956043956043956,16.0
2021-12-05,Aston Villa,Leicester,2.0,1.0,H,78,79,78,79,80,80,81,79,-2,14,16,55,9,0.4210526315789473,19.0,23.0,-4.0,0.35714285714285715,14,19,66,18,0.5263157894736842,22.0,25.0,-3.0,0.35714285714285715,0,0,0,0,0,0,0,0,0.4,0.2,-3,-11,-9,-0.10526315789473689,0.0,-1.0
2021-12-06,Everton,Arsenal,2.0,1.0,H,78,78,78,77,80,82,80,77,-2,14,15,59,-1,0.4473684210526316,17.0,24.0,-7.0,0.2857142857142857,14,23,61,16,0.4736842105263157,17.0,20.0,-3.0,0.5,0,0,1,0,0,0,0,0,0.0,0.6,-8,-2,-17,-0.026315789473684126,-0.2142857142857143,-4.0
2021-12-10,Brentford,Watford,2.0,1.0,H,74,74,75,74,74,75,75,73,0,15,17,-1,-1,0.0,19.0,21.0,-2.0,0.26666666666666666,15,13,-1,-1,0.0,20.0,29.0,-9.0,0.26666666666666666,0,0,0,0,0,0,1,0,0.2,0.2,4,0,0,0.0,0.0,7.0
2021-12-11,Man City,Wolves,1.0,0.0,H,85,84,87,86,78,79,80,78,7,15,35,86,51,0.7105263157894737,32.0,9.0,23.0,0.7333333333333333,15,21,45,-16,0.3157894736842105,12.0,13.0,-1.0,0.4,1,1,0,0,0,0,0,0,1.0,0.2,14,41,67,0.39473684210526316,0.33333333333333326,24.0
2021-12-11,Arsenal,Southampton,3.0,0.0,H,80,82,80,77,76,75,77,76,4,15,23,61,16,0.4736842105263157,18.0,22.0,-4.0,0.4666666666666667,15,16,43,-21,0.3157894736842105,14.0,21.0,-7.0,0.2,0,0,0,0,0,0,0,0,0.4,0.2,7,18,37,0.1578947368421052,0.26666666666666666,3.0
2021-12-11,Chelsea,Leeds,3.0,2.0,H,84,83,86,83,76,77,78,75,8,15,33,67,22,0.5,35.0,9.0,26.0,0.6666666666666666,15,16,59,8,0.4736842105263157,15.0,22.0,-7.0,0.2,0,0,0,0,0,0,0,0,0.4,0.2,17,8,14,0.026315789473684292,0.4666666666666666,33.0
2021-12-11,Liverpool,Aston Villa,1.0,0.0,H,85,86,84,85,78,79,78,79,7,15,34,69,26,0.5263157894736842,44.0,12.0,32.0,0.6666666666666666,15,19,55,9,0.4210526315789473,21.0,24.0,-3.0,0.4,1,0,0,0,0,0,0,0,0.8,0.6,15,14,17,0.10526315789473689,0.2666666666666666,35.0
2021-12-11,Norwich,Man United,0.0,1.0,A,73,75,73,73,83,85,83,81,-10,15,10,-1,-1,0.0,8.0,31.0,-23.0,0.13333333333333333,15,24,74,29,0.5526315789473685,25.0,24.0,1.0,0.4666666666666667,0,0,0,0,0,0,0,0,0.4,0.4,-14,-75,-30,-0.5526315789473685,-0.33333333333333337,-24.0
2021-12-12,Burnley,West Ham,0.0,0.0,D,76,77,75,76,79,80,78,78,-3,14,10,39,-22,0.2631578947368421,14.0,21.0,-7.0,0.07142857142857142,15,27,65,15,0.5,28.0,19.0,9.0,0.5333333333333333,0,0,0,0,0,0,0,0,0.2,0.4,-17,-26,-37,-0.2368421052631579,-0.46190476190476193,-16.0
2021-12-12,Leicester,Newcastle,4.0,0.0,H,80,80,81,79,77,77,77,77,3,15,19,66,18,0.5263157894736842,23.0,27.0,-4.0,0.3333333333333333,15,10,45,-16,0.3157894736842105,17.0,30.0,-13.0,0.06666666666666667,0,0,0,0,0,0,0,0,0.2,0.2,9,21,34,0.21052631578947367,0.26666666666666666,9.0
2021-12-12,Crystal Palace,Everton,3.0,1.0,H,76,76,76,75,78,78,78,77,-2,15,16,44,-25,0.3157894736842105,19.0,21.0,-2.0,0.2,15,18,59,-1,0.4473684210526316,19.0,25.0,-6.0,0.3333333333333333,0,0,1,0,0,0,0,0,0.2,0.2,-2,-15,-24,-0.13157894736842107,-0.1333333333333333,4.0
2021-12-14,Norwich,Aston Villa,0.0,2.0,A,73,75,73,73,78,79,78,79,-5,16,10,-1,-1,0.0,8.0,32.0,-24.0,0.125,16,19,55,9,0.4210526315789473,21.0,25.0,-4.0,0.375,0,0,0,0,0,0,0,0,0.2,0.6,-9,-56,-10,-0.4210526315789473,-0.25,-20.0
